ID,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,last_trip_date,phone,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,churn
6683,5.47,5,5,1,Winterfell,23/3/2014,Android,1/6/2014,0,0,FALSE,0,1
6684,5.01,4.9,4.6,1.13,Astapor,28/5/2014,Android,24/1/2014,17.6,3,TRUE,64.7,1
6685,15.44,5,5,1,Winterfell,1/12/2014,Android,1/11/2014,0,1,FALSE,0,0
6686,2.19,4.3,4.9,1.14,Astapor,6/10/2014,iPhone,27/1/2014,15,8,FALSE,80,0
6687,3.99,5,5,1,King's Landing,6/12/2014,iPhone,30/1/2014,0,0,TRUE,100,0
6688,9.12,5,,1,Winterfell,3/8/2014,iPhone,13/1/2014,0,1,FALSE,50,0
6689,2,5,5,1.13,King's Landing,22/2/2014,Android,1/6/2014,23.8,1,FALSE,61.9,1
6690,11.2,3,5,1,Winterfell,31/3/2014,Android,21/1/2014,0,0,FALSE,50,1
6691,2.03,4.8,4.2,1.15,Astapor,17/5/2014,iPhone,21/1/2014,16.7,0,FALSE,66.7,1
6692,9.56,5,5,1,Astapor,29/1/2014,Android,28/1/2014,0,1,TRUE,100,1
6693,3.57,4.2,5,1,Winterfell,16/3/2014,iPhone,1/4/2014,0,5,FALSE,0,1
6694,10.85,4.6,4.6,1,Winterfell,16/6/2014,iPhone,26/1/2014,0,3,FALSE,95.7,0
6695,5.99,5,5,1.09,King's Landing,27/6/2014,iPhone,1/1/2014,18.2,3,TRUE,45.5,0
6696,7.95,5,4,1.25,Winterfell,17/4/2014,iPhone,30/1/2014,33.3,2,FALSE,66.7,1
6697,0.87,5,,1,King's Landing,17/4/2014,Android,1/11/2014,0,0,FALSE,100,1
6698,5.95,5,,1,Astapor,13/2/2014,Android,29/1/2014,0,1,FALSE,100,1
6699,2.62,4.8,4.7,1.08,King's Landing,18/5/2014,iPhone,1/2/2014,22.2,0,FALSE,66.7,1
6700,6.22,4.6,4.2,1,Winterfell,6/7/2014,iPhone,1/8/2014,0,2,FALSE,84.6,0
6701,3.48,4,4,1,Winterfell,1/10/2014,iPhone,1/9/2014,0,2,FALSE,100,0
6702,8.91,4,3,1,Winterfell,13/4/2014,iPhone,19/1/2014,0,1,FALSE,0,1
6703,6.67,5,3,1,Winterfell,6/1/2014,iPhone,18/1/2014,0,1,FALSE,25,1
6704,3.57,5,,1,Winterfell,27/6/2014,Android,17/1/2014,0,1,FALSE,100,0
6705,0.41,4,5,1,Winterfell,29/3/2014,iPhone,1/10/2014,0,0,FALSE,0,1
6706,12.25,5,4.5,1,Astapor,4/4/2014,iPhone,1/2/2014,0,2,TRUE,100,1
6707,2.32,4.7,3.8,1.08,King's Landing,26/4/2014,iPhone,18/1/2014,16.7,3,FALSE,33.3,1
6708,1.58,5,,1,Winterfell,1/6/2014,iPhone,1/6/2014,0,1,FALSE,100,0
6709,2.72,5,,1,Astapor,3/3/2014,Android,20/1/2014,0,0,TRUE,100,1
6710,13.62,5,,1,Winterfell,26/3/2014,iPhone,31/1/2014,0,0,TRUE,100,1
6711,12.32,5,,1,Astapor,1/5/2014,Android,1/4/2014,0,1,FALSE,0,1
6712,2.43,4.9,4.8,1.13,Astapor,24/6/2014,iPhone,1/4/2014,14.3,0,FALSE,71.4,0
6713,1.26,4.8,5,1,King's Landing,19/6/2014,iPhone,25/1/2014,0,2,FALSE,75,0
6714,3.56,5,4.5,1.25,King's Landing,15/6/2014,Android,1/5/2014,44.4,1,FALSE,66.7,0
6715,3.83,5,5,1,Winterfell,26/1/2014,iPhone,24/1/2014,0,2,FALSE,0,1
6716,13.95,5,4,1,Astapor,22/5/2014,iPhone,1/2/2014,0,1,TRUE,66.7,1
6717,1.96,4.7,4.8,1.1,Winterfell,27/6/2014,iPhone,1/10/2014,5.7,4,TRUE,79.2,0
6718,2.62,4.9,5,1.05,King's Landing,23/6/2014,Android,19/1/2014,9.1,4,FALSE,36.4,0
6719,3.62,5,4.3,1.33,Winterfell,29/6/2014,iPhone,24/1/2014,33.3,1,TRUE,50,0
6720,7.15,5,5,1.17,Winterfell,27/4/2014,Android,26/1/2014,33.3,0,FALSE,66.7,1
6721,1.53,5,5,1,Winterfell,20/1/2014,iPhone,20/1/2014,0,1,TRUE,100,1
6722,2.23,5,5,1,Winterfell,26/1/2014,Android,26/1/2014,0,1,TRUE,0,1
6723,3.46,4.7,4.7,1,Winterfell,4/6/2014,iPhone,27/1/2014,0,2,FALSE,66.7,0
6724,1.59,4,5,1,Winterfell,1/12/2014,iPhone,1/11/2014,0,2,FALSE,0,0
6725,4.3,5,,1,Astapor,1/10/2014,Android,1/10/2014,0,1,FALSE,100,0
6726,4.2,4.6,4.2,1,Winterfell,4/1/2014,iPhone,27/1/2014,0,4,FALSE,100,1
6727,4.64,5,5,1.05,Astapor,26/4/2014,iPhone,15/1/2014,20,1,TRUE,40,1
6728,17.59,5,5,1,Winterfell,1/6/2014,iPhone,1/1/2014,0,1,FALSE,0,0
6729,24.97,5,,1,Winterfell,1/7/2014,Android,1/6/2014,0,1,FALSE,100,0
6730,4.64,4.6,5,1.08,King's Landing,14/6/2014,iPhone,1/9/2014,8.3,4,FALSE,83.3,0
6731,30.98,5,5,1,Astapor,28/4/2014,Android,1/3/2014,0,0,FALSE,100,1
6732,3.58,4.7,4.5,1,Astapor,15/6/2014,Android,13/1/2014,0,0,FALSE,33.3,0
6733,1.91,4.7,4.5,1,Winterfell,6/12/2014,Android,25/1/2014,0,0,FALSE,71.4,0
6734,5.52,4.6,4.8,1.11,Winterfell,6/8/2014,Android,17/1/2014,14.3,0,FALSE,14.3,0
6735,3.11,4.9,5,1.03,King's Landing,24/6/2014,iPhone,14/1/2014,7.7,8,TRUE,61.5,0
6736,10.36,5,5,1,Winterfell,5/2/2014,Android,13/1/2014,0,0,FALSE,100,1
6737,2.16,4.5,5,1,Winterfell,30/6/2014,iPhone,1/7/2014,0,2,FALSE,58.3,0
6738,3.15,5,3.9,1.21,Winterfell,29/6/2014,iPhone,1/10/2014,20.6,5,TRUE,38.2,0
6739,5.85,4.7,5,1,Winterfell,26/6/2014,iPhone,1/9/2014,0,3,TRUE,100,0
6740,13.88,5,5,1,Astapor,29/1/2014,iPhone,15/1/2014,0,2,TRUE,50,1
6741,5.21,4.9,4.9,1.01,King's Landing,6/6/2014,Android,26/1/2014,2.2,3,TRUE,71.1,0
6742,2.48,4.9,4.7,1,King's Landing,21/6/2014,iPhone,17/1/2014,0,8,TRUE,56.5,0
6743,3.05,5,5,1,King's Landing,19/4/2014,iPhone,17/1/2014,0,2,FALSE,100,1
6744,3.23,5,,1,Winterfell,15/2/2014,iPhone,17/1/2014,0,1,FALSE,100,1
6745,1.76,5,5,1,King's Landing,26/5/2014,iPhone,1/4/2014,0,0,TRUE,50,1
6746,2.24,3,5,1,Winterfell,20/5/2014,iPhone,19/1/2014,0,0,FALSE,100,1
6747,0.73,5,5,1,Winterfell,19/1/2014,iPhone,18/1/2014,0,1,TRUE,0,1
6748,5.15,5,5,1,Astapor,17/3/2014,iPhone,15/1/2014,0,0,TRUE,100,1
6749,8.39,5,5,1,King's Landing,24/6/2014,iPhone,14/1/2014,0,0,TRUE,75,0
6750,11.61,5,5,1,Winterfell,26/4/2014,Android,1/10/2014,0,0,FALSE,0,1
6751,17.6,5,,1,Winterfell,18/1/2014,iPhone,17/1/2014,0,1,TRUE,0,1
6752,0.84,3.5,3,1,Winterfell,21/1/2014,Android,18/1/2014,0,2,FALSE,50,1
6753,1.98,5,4.5,1,Winterfell,14/1/2014,Android,1/10/2014,0,3,TRUE,66.7,1
6754,8,5,,1,King's Landing,25/6/2014,iPhone,25/1/2014,0,2,FALSE,66.7,0
6755,3.17,4.1,5,1.39,Winterfell,30/3/2014,Android,1/1/2014,14.3,5,FALSE,57.1,1
6756,2.89,5,,1,Astapor,25/4/2014,iPhone,29/1/2014,0,0,TRUE,50,1
6757,3.31,4.7,4.7,1,Winterfell,28/6/2014,iPhone,26/1/2014,0,2,FALSE,60,0
6758,1.31,4.7,4.5,1.25,Winterfell,25/1/2014,Android,23/1/2014,33.3,3,FALSE,66.7,1
6759,8.02,5,5,1,Astapor,25/1/2014,iPhone,24/1/2014,0,4,FALSE,25,1
6760,1.8,4.6,4.5,1,Winterfell,6/1/2014,iPhone,24/1/2014,0,4,FALSE,80,1
6761,2.63,5,,1,Winterfell,1/12/2014,iPhone,1/11/2014,0,1,FALSE,0,0
6762,9.26,5,4,1.04,Winterfell,4/12/2014,iPhone,17/1/2014,16.7,2,FALSE,66.7,0
6763,12.43,5,5,1,Winterfell,1/2/2014,Android,1/1/2014,0,1,TRUE,100,1
6764,10.23,5,,1,Winterfell,21/6/2014,iPhone,28/1/2014,0,0,TRUE,0,0
6765,5.5,5,,1,Winterfell,13/1/2014,iPhone,1/12/2014,0,1,FALSE,0,1
6766,7.59,5,3.3,1,Winterfell,14/6/2014,Android,20/1/2014,0,0,FALSE,0,0
6767,9.74,4.5,5,1,King's Landing,6/10/2014,Android,16/1/2014,0,0,FALSE,100,0
6768,0.78,4.5,5,1,Astapor,3/1/2014,iPhone,31/1/2014,0,2,TRUE,100,1
6769,4.23,5,,1,Winterfell,26/4/2014,iPhone,25/1/2014,0,0,FALSE,100,1
6770,4.73,5,5,1.08,King's Landing,7/1/2014,iPhone,1/11/2014,16.7,1,TRUE,50,1
6771,3.77,5,4.6,1.14,Astapor,25/6/2014,iPhone,18/1/2014,15,4,TRUE,45,0
6772,6.11,5,4.5,1,Winterfell,1/4/2014,Android,1/3/2014,0,2,FALSE,100,1
6773,1.06,5,3,1,King's Landing,30/1/2014,iPhone,29/1/2014,0,2,TRUE,100,1
6774,1.06,5,5,1,Winterfell,1/10/2014,Android,1/9/2014,0,1,FALSE,100,0
6775,2.81,5,3.5,1.25,Winterfell,5/4/2014,Android,13/1/2014,33.3,0,FALSE,0,1
6776,2.64,4.5,5,1.16,King's Landing,7/1/2014,iPhone,25/1/2014,26.3,1,FALSE,47.4,1
6777,5.07,4.3,3.3,1.09,Winterfell,28/6/2014,iPhone,17/1/2014,5,2,TRUE,30,0
6778,2.52,5,4,1,Winterfell,23/1/2014,Android,1/6/2014,0,1,FALSE,100,1
6779,3.33,4.7,5,1.38,Astapor,29/6/2014,iPhone,18/1/2014,25,2,TRUE,41.7,0
6780,8.66,5,5,1.06,Winterfell,6/11/2014,iPhone,1/9/2014,25,1,FALSE,75,0
6781,13.6,5,,1,King's Landing,24/6/2014,iPhone,1/2/2014,0,0,FALSE,100,0
6782,4.44,4.6,4.7,1.07,Astapor,15/6/2014,iPhone,23/1/2014,6.3,21,TRUE,74.7,0
6783,17.09,5,4,1,Winterfell,19/5/2014,iPhone,22/1/2014,0,0,FALSE,100,1
6784,14.73,5,5,1,Winterfell,19/1/2014,Android,18/1/2014,0,2,TRUE,0,1
6785,43.41,5,4,1,Winterfell,22/3/2014,iPhone,25/1/2014,0,0,TRUE,0,1
6786,4.19,4.9,5,1.05,King's Landing,23/6/2014,iPhone,29/1/2014,12.5,0,TRUE,56.3,0
6787,1.16,4.9,4.8,1.13,King's Landing,27/6/2014,iPhone,19/1/2014,13.3,1,TRUE,80,0
6788,3.84,4.6,4.5,1,Winterfell,23/6/2014,iPhone,1/7/2014,0,1,FALSE,60,0
6789,3.97,4.5,5,1.13,Astapor,31/5/2014,iPhone,1/1/2014,50,1,FALSE,50,1
6790,11.26,5,4.8,1.02,King's Landing,23/6/2014,iPhone,13/1/2014,6.7,4,FALSE,86.7,0
6791,3.5,1,,1,Winterfell,25/1/2014,iPhone,24/1/2014,0,1,TRUE,0,1
6792,3.54,5,5,1,Winterfell,1/8/2014,iPhone,1/1/2014,0,2,FALSE,100,0
6793,21.81,5,5,1,Winterfell,24/5/2014,Android,18/1/2014,0,0,TRUE,0,1
6794,7.35,5,5,1,King's Landing,17/1/2014,Android,13/1/2014,0,5,TRUE,100,1
6795,7.01,4.8,5,1.28,Winterfell,14/6/2014,iPhone,30/1/2014,11.1,0,FALSE,77.8,0
6796,3.27,4.8,4.6,1,Winterfell,5/3/2014,Android,21/1/2014,0,4,TRUE,68.8,1
6797,3.03,5,5,1.25,Astapor,18/4/2014,Android,23/1/2014,20,0,FALSE,80,1
6798,2.56,5,5,1,Winterfell,1/5/2014,Android,1/5/2014,0,1,FALSE,0,1
6799,2.92,5,5,1.1,Astapor,5/4/2014,iPhone,31/1/2014,20,4,FALSE,20,1
6800,8.71,4,,1,Astapor,30/3/2014,iPhone,24/1/2014,0,0,FALSE,0,1
6801,0.93,5,5,1,Astapor,15/5/2014,iPhone,27/1/2014,0,0,FALSE,100,1
6802,4.73,5,4,1,Astapor,25/1/2014,iPhone,25/1/2014,0,1,FALSE,0,1
6803,3.36,4.5,4.8,1.06,Astapor,30/6/2014,iPhone,1/5/2014,12,2,TRUE,64,0
6804,36.9,5,5,1.25,King's Landing,26/6/2014,iPhone,18/1/2014,33.3,0,FALSE,33.3,0
6805,4.54,5,1,1,Winterfell,25/3/2014,iPhone,26/1/2014,0,0,FALSE,100,1
6806,1.86,5,3,1,Winterfell,17/3/2014,iPhone,1/10/2014,0,0,FALSE,0,1
6807,3.7,5,5,1.17,Astapor,17/5/2014,Android,21/1/2014,33.3,0,FALSE,33.3,1
6808,11.36,5,5,1,Astapor,16/1/2014,iPhone,15/1/2014,0,1,FALSE,100,1
6809,23.24,5,,1,Winterfell,3/2/2014,Android,18/1/2014,0,0,TRUE,0,1
6810,5.6,4.7,4.5,1.11,Winterfell,20/6/2014,iPhone,23/1/2014,21.4,6,TRUE,28.6,0
6811,9.64,5,,1,Astapor,21/5/2014,iPhone,22/1/2014,0,0,FALSE,100,1
6812,7.07,5,5,1,Winterfell,15/4/2014,Android,15/1/2014,0,0,TRUE,66.7,1
6813,8.74,5,3,1,Winterfell,18/6/2014,iPhone,1/6/2014,0,0,FALSE,100,0
6814,14.66,5,5,1,Winterfell,2/12/2014,iPhone,20/1/2014,0,2,TRUE,100,0
6815,11.4,5,5,1,Winterfell,1/9/2014,iPhone,1/8/2014,0,2,TRUE,100,0
6816,1.82,5,,1,King's Landing,25/6/2014,Android,1/9/2014,0,0,FALSE,66.7,0
6817,3.99,5,,1,Winterfell,1/12/2014,iPhone,1/10/2014,0,1,FALSE,0,0
6818,5.9,5,5,1,Astapor,5/11/2014,iPhone,1/12/2014,0,0,FALSE,0,0
6819,14.19,5,5,1,Astapor,4/10/2014,iPhone,17/1/2014,0,0,FALSE,100,0
6820,3.91,4.9,5,1.1,Astapor,25/6/2014,iPhone,25/1/2014,14.3,4,TRUE,31.4,0
6821,3.08,5,,1,King's Landing,29/6/2014,iPhone,25/1/2014,0,1,TRUE,50,0
6822,2.22,4.5,5,1,Winterfell,31/1/2014,Android,30/1/2014,0,2,FALSE,100,1
6823,4.82,5,5,1,Winterfell,22/3/2014,Android,1/12/2014,0,0,FALSE,66.7,1
6824,3,5,5,1,Astapor,13/1/2014,iPhone,1/12/2014,0,2,FALSE,0,1
6825,5.86,5,5,1,Winterfell,26/4/2014,Android,24/1/2014,0,1,TRUE,25,1
6826,14.87,5,4,1,Winterfell,24/1/2014,iPhone,20/1/2014,0,2,TRUE,100,1
6827,4.42,4.8,5,1,Winterfell,2/8/2014,Android,24/1/2014,0,4,FALSE,75,0
6828,4.41,4.3,4,1,Winterfell,30/5/2014,iPhone,1/1/2014,0,0,FALSE,66.7,1
6829,5.55,5,5,1,Astapor,15/1/2014,iPhone,1/6/2014,0,2,TRUE,50,1
6830,14.96,5,5,1,Astapor,4/1/2014,iPhone,16/1/2014,0,0,TRUE,100,1
6831,22.07,4.3,3,1,Winterfell,19/5/2014,iPhone,1/5/2014,0,0,TRUE,100,1
6832,3.54,4.3,5,1.14,King's Landing,6/11/2014,Android,20/1/2014,14.3,3,FALSE,100,0
6833,2.1,4.9,4.7,1.31,Winterfell,14/6/2014,iPhone,1/8/2014,50,1,TRUE,75,0
6834,8.53,5,,1,Winterfell,1/5/2014,iPhone,1/5/2014,0,1,FALSE,0,1
6835,4.26,4.5,4.5,1,Winterfell,30/6/2014,iPhone,17/1/2014,0,3,TRUE,66.7,0
6836,4.26,3.5,4.5,1,Winterfell,6/2/2014,iPhone,23/1/2014,0,4,TRUE,66.7,1
6837,7.79,5,5,1,Winterfell,28/6/2014,iPhone,16/1/2014,0,1,FALSE,100,0
6838,13.13,5,5,1,Winterfell,16/1/2014,iPhone,15/1/2014,0,1,FALSE,100,1
6839,5.91,4.6,4,1,Winterfell,17/6/2014,iPhone,28/1/2014,0,4,TRUE,92.3,0
6840,1.18,5,3.5,1.33,Winterfell,18/2/2014,iPhone,31/1/2014,33.3,3,FALSE,100,1
6841,0.67,5,5,1,Winterfell,15/2/2014,iPhone,1/8/2014,0,0,TRUE,0,1
6842,4.68,5,4,1,Winterfell,20/1/2014,iPhone,1/11/2014,0,1,FALSE,0,1
6843,3.77,5,4,1,Winterfell,25/1/2014,iPhone,25/1/2014,0,1,FALSE,0,1
6844,2.01,4,,1,Winterfell,1/1/2014,Android,1/1/2014,0,1,TRUE,100,1
6845,2.25,5,5,1,Astapor,2/9/2014,iPhone,24/1/2014,0,3,FALSE,66.7,0
6846,3.5,5,4.5,1,Winterfell,4/4/2014,Android,25/1/2014,0,0,FALSE,100,1
6847,5.5,5,5,1,Winterfell,18/1/2014,Android,18/1/2014,0,1,FALSE,0,1
6848,2.9,5,3,1,Astapor,23/6/2014,iPhone,25/1/2014,0,0,FALSE,66.7,0
6849,1.17,5,5,1,Winterfell,27/1/2014,iPhone,23/1/2014,0,6,TRUE,83.3,1
6850,3.88,5,4.8,1,Astapor,5/4/2014,Android,1/11/2014,0,1,FALSE,88.9,1
6851,24.66,5,4.5,1,Astapor,24/1/2014,iPhone,23/1/2014,0,2,FALSE,100,1
6852,4.42,4.9,4.8,1.1,Astapor,22/6/2014,iPhone,18/1/2014,30,6,FALSE,40,0
6853,15.78,4,5,1,Astapor,6/10/2014,iPhone,18/1/2014,0,0,FALSE,100,0
6854,5.47,5,4,1,Winterfell,14/6/2014,iPhone,30/1/2014,0,1,FALSE,40,0
6855,16.2,5,,3.25,Winterfell,22/1/2014,iPhone,22/1/2014,100,1,TRUE,100,1
6856,4.09,5,,1,Winterfell,31/5/2014,iPhone,17/1/2014,0,0,TRUE,0,1
6857,18.76,5,5,1,King's Landing,21/6/2014,iPhone,18/1/2014,0,4,TRUE,88.2,0
6858,1.31,4.2,5,1,Winterfell,27/5/2014,Android,1/6/2014,0,2,TRUE,20,1
6859,5.61,5,,1,Astapor,1/11/2014,Android,1/11/2014,0,1,TRUE,0,0
6860,3.69,4,,1,Astapor,18/6/2014,iPhone,1/12/2014,0,0,TRUE,100,0
6861,0,3,5,1,Astapor,3/9/2014,iPhone,20/1/2014,0,0,FALSE,0,0
6862,3.33,4.9,4.7,1,King's Landing,28/6/2014,iPhone,1/3/2014,0,0,FALSE,69.2,0
6863,7.6,4.6,3.6,1,Winterfell,3/4/2014,iPhone,15/1/2014,0,0,TRUE,37.5,1
6864,1.88,5,4,1,Winterfell,29/1/2014,iPhone,24/1/2014,0,4,FALSE,100,1
6865,2.16,4.5,5,1,Astapor,18/5/2014,iPhone,1/8/2014,0,1,FALSE,83.3,1
6866,5.52,5,4,1.14,Winterfell,15/6/2014,iPhone,14/1/2014,27.3,1,FALSE,54.5,0
6867,4,5,5,1,Astapor,4/12/2014,Android,1/6/2014,0,0,FALSE,100,0
6868,0.71,4,,1,King's Landing,19/3/2014,iPhone,25/1/2014,0,0,FALSE,100,1
6869,2.98,4,5,1,Winterfell,21/4/2014,iPhone,1/4/2014,0,0,TRUE,0,1
6870,3.3,5,5,1.13,Winterfell,19/1/2014,iPhone,17/1/2014,50,2,FALSE,0,1
6871,4.05,4,4.7,1.11,Winterfell,22/6/2014,iPhone,24/1/2014,14.3,1,TRUE,14.3,0
6872,10.24,4.9,3.7,1,Astapor,16/6/2014,iPhone,27/1/2014,0,7,TRUE,66.7,0
6873,6.23,5,5,1,Winterfell,16/1/2014,iPhone,1/12/2014,0,4,FALSE,100,1
6874,3.88,3.6,3.5,1,King's Landing,14/6/2014,iPhone,30/1/2014,0,1,TRUE,60,0
6875,1.95,4.7,4.9,1,Astapor,22/6/2014,Android,23/1/2014,0,0,TRUE,60,0
6876,8.3,4.9,4.7,1.05,King's Landing,6/7/2014,iPhone,1/11/2014,10,3,TRUE,50,0
6877,3.31,4.9,5,1.08,Astapor,29/6/2014,iPhone,29/1/2014,22.2,2,TRUE,11.1,0
6878,3.96,5,4,1,Astapor,15/2/2014,iPhone,1/6/2014,0,0,FALSE,0,1
6879,16.95,5,,1,Winterfell,31/1/2014,Android,30/1/2014,0,1,FALSE,100,1
6880,0.85,5,5,1,Astapor,13/4/2014,iPhone,24/1/2014,0,0,TRUE,0,1
6881,5.15,5,5,1,King's Landing,14/6/2014,iPhone,31/1/2014,0,0,FALSE,66.7,0
6882,7.03,5,,1,Astapor,14/3/2014,iPhone,14/1/2014,0,0,FALSE,100,1
6883,13.09,5,5,1,Astapor,19/1/2014,iPhone,19/1/2014,0,1,TRUE,0,1
6884,2.84,4.7,5,1.19,Winterfell,28/6/2014,iPhone,19/1/2014,21.7,25,TRUE,33.3,0
6885,2.69,4.8,4.7,1.09,Winterfell,27/6/2014,iPhone,17/1/2014,15,5,FALSE,80,0
6886,6.44,4.6,5,1.09,Astapor,28/3/2014,iPhone,1/3/2014,12.5,0,FALSE,100,1
6887,3.19,4.9,4.9,1.11,Astapor,23/6/2014,Android,24/1/2014,17.8,10,FALSE,57.8,0
6888,3.9,5,,1.75,Winterfell,1/5/2014,iPhone,1/3/2014,100,1,FALSE,0,1
6889,4.75,5,5,1,Astapor,19/1/2014,iPhone,18/1/2014,0,1,TRUE,0,1
6890,2.47,4.8,4.6,1.39,Winterfell,27/3/2014,iPhone,28/1/2014,38.9,12,FALSE,77.8,1
6891,3.48,5,4.8,1.11,Winterfell,6/4/2014,iPhone,20/1/2014,19,8,TRUE,57.1,1
6892,5.07,4.8,4.8,1.14,King's Landing,24/6/2014,iPhone,1/9/2014,20,9,TRUE,76.7,0
6893,12.2,5,5,1,Winterfell,29/6/2014,iPhone,14/1/2014,0,1,FALSE,0,0
6894,4.55,4.5,4.7,1,Astapor,5/10/2014,Android,26/1/2014,0,3,FALSE,16.7,0
6895,7.22,5,4.7,1.11,King's Landing,7/1/2014,iPhone,1/11/2014,14.3,0,FALSE,71.4,1
6896,3.11,4.4,5,1,King's Landing,21/6/2014,Android,21/1/2014,0,1,FALSE,80,0
6897,2.83,4.6,3.9,1.19,Astapor,6/7/2014,iPhone,26/1/2014,30.8,0,TRUE,46.2,0
6898,13.33,5,,1,King's Landing,25/2/2014,iPhone,17/1/2014,0,0,FALSE,100,1
6899,3.74,5,5,1,Winterfell,19/1/2014,iPhone,17/1/2014,0,2,FALSE,0,1
6900,2.6,5,,1,Astapor,2/7/2014,Android,1/11/2014,0,2,TRUE,50,0
6901,3.29,4.6,4.4,1,Winterfell,25/6/2014,iPhone,1/7/2014,0,1,FALSE,37.5,0
6902,3.33,4.9,4.5,1,Winterfell,21/5/2014,iPhone,17/1/2014,0,6,FALSE,56.3,1
6903,3.2,5,,1,Astapor,22/6/2014,Android,1/7/2014,0,1,TRUE,83.3,0
6904,6.29,5,5,1,Winterfell,17/2/2014,iPhone,1/8/2014,0,2,FALSE,100,1
6905,3.44,4.5,4,1.13,Astapor,6/5/2014,iPhone,17/1/2014,16.7,2,FALSE,83.3,1
6906,14.99,4.9,5,1,King's Landing,6/5/2014,iPhone,31/1/2014,0,4,TRUE,88.9,1
6907,3.36,5,4.5,1.13,Astapor,18/2/2014,iPhone,22/1/2014,50,2,FALSE,100,1
6908,2.39,4.8,4.3,1.06,Astapor,25/6/2014,Android,26/1/2014,8.8,6,FALSE,50,0
6909,3.76,4,3.7,1,Winterfell,20/6/2014,iPhone,1/6/2014,0,0,TRUE,50,0
6910,3.9,4.9,4.6,1.03,Astapor,19/6/2014,Android,18/1/2014,4.2,1,TRUE,83.3,0
6911,14.21,5,5,1,Winterfell,4/3/2014,iPhone,1/4/2014,0,0,FALSE,100,1
6912,31.58,5,5,1.25,Astapor,29/1/2014,iPhone,27/1/2014,33.3,3,FALSE,100,1
6913,2.16,5,,1,King's Landing,6/2/2014,iPhone,23/1/2014,0,0,TRUE,0,1
6914,13.32,5,5,1,Astapor,28/5/2014,Android,22/1/2014,0,1,TRUE,100,1
6915,2.39,5,4.9,1.22,Winterfell,25/5/2014,iPhone,25/1/2014,25,5,TRUE,50,1
6916,2.01,5,5,1,King's Landing,28/6/2014,iPhone,1/12/2014,0,1,FALSE,60,0
6917,2.77,5,4.7,1,Winterfell,28/3/2014,Android,1/8/2014,0,0,FALSE,66.7,1
6918,1.49,5,5,1.44,Astapor,13/4/2014,iPhone,1/4/2014,50,0,FALSE,75,1
6919,16.13,5,5,1,Winterfell,3/6/2014,Android,1/8/2014,0,0,FALSE,100,0
6920,0.88,5,5,1,Winterfell,3/1/2014,iPhone,14/1/2014,0,0,TRUE,100,1
6921,2.14,5,4.7,1.08,Winterfell,2/2/2014,iPhone,19/1/2014,33.3,3,FALSE,0,1
6922,9.46,5,4,1,Astapor,1/7/2014,iPhone,1/7/2014,0,1,FALSE,100,0
6923,6.31,5,,1,Astapor,17/2/2014,iPhone,26/1/2014,0,1,TRUE,100,1
6924,48.87,5,,1,Astapor,20/1/2014,Android,13/1/2014,0,1,TRUE,100,1
6925,2.85,4.3,2.5,1,Winterfell,7/1/2014,iPhone,17/1/2014,0,1,FALSE,92.9,1
6926,1.99,5,3,1.75,King's Landing,27/6/2014,iPhone,30/1/2014,100,1,FALSE,100,0
6927,4.14,5,4,1,Astapor,26/6/2014,iPhone,24/1/2014,0,0,TRUE,80,0
6928,5.82,4.5,2.7,1,King's Landing,28/6/2014,iPhone,1/12/2014,0,3,TRUE,28.6,0
6929,1.28,5,5,1,Astapor,1/12/2014,iPhone,1/10/2014,0,1,FALSE,0,0
6930,2.26,4.6,5,1,King's Landing,19/6/2014,iPhone,19/1/2014,0,1,FALSE,80,0
6931,6.63,5,4.9,1,Winterfell,19/6/2014,iPhone,1/10/2014,0,0,FALSE,100,0
6932,5.16,5,4.7,1,Winterfell,6/1/2014,iPhone,1/9/2014,0,0,FALSE,66.7,1
6933,10.83,5,5,1,Astapor,23/1/2014,Android,20/1/2014,0,3,FALSE,100,1
6934,18.34,5,,1,King's Landing,16/4/2014,iPhone,1/8/2014,0,0,FALSE,100,1
6935,35.95,5,5,1.25,Astapor,15/3/2014,Android,18/1/2014,66.7,1,FALSE,100,1
6936,9.84,5,5,1.38,Winterfell,20/2/2014,iPhone,24/1/2014,50,2,TRUE,100,1
6937,4.9,5,5,1,Winterfell,1/12/2014,iPhone,1/6/2014,0,1,TRUE,0,0
6938,3.6,4.8,4.5,1.44,Winterfell,28/6/2014,iPhone,18/1/2014,25,3,FALSE,62.5,0
6939,3.06,4.8,4.8,1.15,Astapor,29/6/2014,iPhone,18/1/2014,18.2,13,TRUE,34.5,0
6940,3.31,4.9,5,1.14,Astapor,24/5/2014,Android,1/11/2014,26.3,2,FALSE,73.7,1
6941,13.23,5,,1,Winterfell,16/1/2014,iPhone,16/1/2014,0,1,FALSE,100,1
6942,4.49,2,5,1,Astapor,1/11/2014,iPhone,1/10/2014,0,1,TRUE,0,0
6943,8.77,5,5,1,Winterfell,5/9/2014,Android,1/7/2014,0,0,FALSE,50,0
6944,11.74,5,,1,Winterfell,27/5/2014,Android,23/1/2014,0,1,FALSE,100,1
6945,11.17,5,,1,Astapor,19/1/2014,iPhone,19/1/2014,0,1,FALSE,0,1
